Pinyin,Wade-Giles,Romatzyh
wан,wан,wан
wанченг,wанченг,wанчернг
wанqуан,wанчуан,wанчыуан
wанан,wанан,wоанан
wанбао,wанпао,wоанбаw
wанцан,wанцан,wоанцан
wанхуи,wанхуи,wоанхуеы
wан,wан,wоан
wанг,wанг,wоанг
wангqиу,wангчиу,wоангчыоу
wангжан,wангчан,wоангянн
wанг,wанг,wоанг
wеи,wеи,wеы
wеишенме,wеишенме,wеышернме
wеи,wеи,wеы
wеи,wеи,wеы
wенду,wенту,уендух
wен,wен,wен
wенлу,wенлу,wеннлух
wенти,wенти,wеннтыи
wуцан,wуцан,wууцан
wушуи,wушуи,wуушуеы
xибеи,хсипеи,шибееи
xицан,хсицан,шицан
xифанг,хсифанг,шифанг
xинан,хсинан,шинан
xиыи,хсии,шии
xигуан,хсикуан,шыигуанн
xиыийи,хсиичи,шииийи
xизао,хсицао,шиитзао
xиа,хсиа,шиах
xиаxуе,хсиахсуех,шиахшеуе
xиажоу,хсиачоу,шиахйоу
xиатиан,хсиатиен,шиахтиан
xиангтонг,хсиангтунг,шиангторнг
xиангxин,хсиангхсин,шиангшинн
xианг,хсианг,шеанг
xиангдао,хсиангтао,шеангдаw
xиангфа,хсиангфа,шеангфаа
xиангqи,хсиангчи,шеангчии
xианг,хсианг,шианq
xиангйи,хсиангчи,шианqйи
xианг,хсианг,шианq
xиао,хсиао,шеау
xиаошенг,хсиаошенг,шеаушенг
xиаошихоу,хсиаошиххоу,шеаушырхоу
xиаошуо,хсиаошуо,шеаушуо
xиаоxин,хсиаохсин,шеаушин
xиаозу,хсиаоцу,шеаутзуу
xиаоыуан,хсиаоыуан,шиаwыуан
xиаожанг,хсиаочанг,шиаwяанг
xиаохуа,хсиаохуа,шиаwхуа
xие,хсиех,шые
xинли,хсинли,шинлии
xинqинг,хсинчинг,шинчынг
xинжонг,хсинчунг,шинйонг
xинwен,хсинwен,шинwен
xин,хсин,шинн
xинхао,хсинхао,шиннхаw
xинxи,хсинхси,шиннши
xинxин,хсинхсин,шинншин
xиныонгка,хсиныунгка,шинныонqкаа
xингxинг,хсингxинг,шингxинг
xингдонг,хсингтунг,шынгдонq
xингрен,хсингйен,шынгрен
xингwеи,хсингwеи,шынгwеи
xинг,хсинг,шинq
xингминг,хсингминг,шинqминг
xиуйиа,хсиучиа,шиоуйиах
xудуо,хсуто,шеудуо
xуан,хсуан,шеуан
xуеqи,хсуехчи,шыуечи
xуе,хсуех,шеуе
ыансе,ыансе,ыансех
ыан,ыан,ыеан
ыанйинг,ыанйинг,ыеанйинг
ыанг,ыанг,ыеанг
ыангзи,ыангзи,ыанqзи
ыаоqиу,ыаочиу,иаучыоу
ыао,ыао,ыаw
ыаодиан,ыаотиен,ыаwдианн
ыаопиан,ыаопиен,ыаwпианн
ыаошуи,ыаошуи,ыаwшоеи
ыеxу,ыеххсу,ыеешеу
ые,ыех,ыех
ыийинг,ичинг,ыиийинг
ыихоу,ихоу,ыиихоw
ыиqиан,ичиен,ыиичыан
ыишанг,ишанг,ыиишанq
ыиwаи,иwаи,ыииwаы
ыиwеи,иwеи,ыииwеи
ыиxиа,ихсиа,ыиишиах
ыизи,изи,ыиизи
ыи,и,ыих
ыийиан,ичиен,ыихйианн
ыиси,иси,ыихси
ыинwеи,ыинwеи,инwеы
ыин,ыин,ин
ыинтиан,ыинтиен,интиан
ыинйие,ыинчиех,инйые
ыиныуе,ыиныуех,иныуех
ыиныуехуи,ыиныуеххуи,иныуеххуеы
ыинханг,ыинханг,ынхарнг
ыинхангка,ыинхангка,ынхарнгкаа
ыинггаи,ыингкаи,инггаи
ыингwен,ыингwен,ингwен
ыингыу,ыингыу,ингыеу
ыингпиан,ыингпиен,ыиингпианн
ыингxианг,ыингхсианг,ыиингшеанг
ыонгыуан,ыунгыуан,ыеонгыеуан
ыоу,ыу,ыоу
ыоуке,ыуко,ыоукех
ыоухао,ыухао,ыеоухао
ыоурен,ыуйен,ыеоурен
ыоудианр,ыутиенр,ыеоудеанр
ыоуыиси,ыуиси,ыеоуыихси
ыоу,ыу,ыоw
ыу,ыу,ыу
ыуыан,ыуыан,ыеуыан
ыуанлаи,ыуанлаи,ыуанлаи
ыуаныин,ыуаныин,ыуанин
ыуан,ыуан,ыуанн
ыуанжанг,ыуанчанг,ыуанняанг
ыуанзи,ыуанзи,ыуаннзи
ыуаныи,ыуани,ыуанныих
ыуефен,ыуехфен,ыуехфенн
ыуелианг,ыуехлианг,ыуехлианг
ыуе,ыуех,ыуех
ыуелаиыуе,ыуехлаиыуех,ыуехлаиыуех
ыун,ыун,ыун
ыундонг,ыунтунг,ыунндонq
зан,цан,тзарн
занмен,цанмен,тзарнмен
заоцан,цаоцан,тзаоцан
заочен,цаочен,тзаочерн
заойиу,цаочиу,тзаойиоw
зенмебан,ценмепан,тзеенмебанн
зенмеыанг,ценмеыанг,тзеенмеыанq
зеныанг,ценыанг,тзееныанq
жан,чан,янн
жан,чан,янн
жанжу,чанчу,яннюх
жанг,чанг,яанг
жангда,чангта,яангдах
жаочу,чаочу,яочу
жаопиан,чаопиен,яwпианн
жаоxианг,чаохсианг,яwшианq
жеме,чеме,йехме
жеыанг,чеыанг,йехыанq
женженг,ченченг,йенйенq
женгчанг,ченгчанг,йенqчарнг
женгхао,ченгхао,йенqхао
женгqуе,ченгчуех,йенqчиуех
женгши,ченгших,йенqшых
жийие,чихчиех,йырйие
жи,чих,йыы
жиненг,чихненг,йыыненг
жиыао,чихыао,йыыыаw
жи,чих,йыы
жонгцан,чунгцан,йонгцан
жонгйи,чунгчи,йонгйыи
жонгниан,чунгниен,йонгниан
жонгxиаоxуе,чунгхсиаохсуех,йонгшеаушыуе
жонгxин,чунгхсин,йонгшин
жонгыи,чунги,йонги
жонгши,чунгших,йонqшых
жоу,чоу,йоу
жоумо,чоумо,йоумох
жоуниан,чоуниен,йоуниан
журен,чуйен,юурен
жуыао,чуыао,юуыаw
жуфанг,чуфанг,юхфарнг
жуыуан,чуыуан,юхыуанн
жуанг,чуанг,юанг
жунqуе,чунчуех,йоенчиуех
зийи,тзучи,тзыхйии
зиxингче,тзухсингче,тзыхшынгче
зиыоу,тзуыу,тзыхыоу
зидиан,тзутиен,тзыхдеан
зоугуо,цоукуо,тзооугуох
зоуйин,цоучин,тзооуйинн
зоукаи,цоукаи,тзооукаи
зу,цу,тзу
зу,цу,тзуу
зученг,цученг,тзуучернг
зужанг,цучанг,тзууяанг
зуи,цуи,тзоеи
зуийин,цуичин,тзуеыйинн
зуойиа,цочиа,тзуохйиа
зуоwен,цоwен,тзуохwен
зуоые,цоыех,тзуохыех
зуоыонг,цоыунг,тзуохыонq
зуо,цо,тзуох
зуоwеи,цоwеи,тзуохwеы
зуодао,цотао,тзуохдаw
зуофа,цофа,тзуохфаа
аиxин,аихсин,аышин
анпаи,анпаи,анпаир
анжуанг,анчуанг,анюанг
ан,ан,анн
анжао,анчао,анняw
ба,па,баа
ба,па,баа
баwо,паwо,бааwох
баи,паи,баир
баицаи,паицаи,баирцаы
банйи,панчи,банйыи
бан,пан,бан
банйиа,панчиа,банйиа
бан,пан,баан
банли,панли,баннлии
бао,пао,бао
баоан,паоан,баоан
баочи,паочих,баочыр
баоцун,паоцун,баоцwен
баоху,паоху,баохух
баолиу,паолиу,баолиоу
баоxиан,паохсиен,баошеан
баоженг,паоченг,баойенq
бао,пао,баw
баодао,паотао,баwдаw
баодао,паотао,баwдаw
баогао,паокао,баwгаw
беи,пеи,беы
беибу,пеипу,бееибух
беи,пеи,беы
беихоу,пеихоу,беыхоw
беи,пеи,беы
беизи,пеизи,беызи
бенлаи,пенлаи,беенлаи
бенлинг,пенлинг,беенлиинг
бийиао,пичиао,биийиаw
били,пили,биилих
бисаи,писаи,биисаы
биран,пиян,бихран
биыао,пиыао,бихыаw
бианхуа,пиенхуа,бианнхуах
бианwеи,пиенwеи,бианнwеи
биаоти,пиаоти,биаутыи
биаожун,пиаочун,биауйоен
биаода,пиаота,беаудар
биаоге,пиаоко,беаугер
биаомиан,пиаомиен,беаумианн
биаоминг,пиаоминг,беауминг
биаоxиан,пиаохсиен,беаушианн
биаоыан,пиаоыан,беауыеан
бинг,пинг,бинq
бингqие,пингчиех,бинqчиее
бочу,почу,бочу
бофанг,пофанг,бофанq
бу,пу,буу
бучонг,пучунг,буучонг
бу’ан,пуан,бухан
будебу,путепу,бухдербух
бугуанг,пукуанг,бухгуанг
буйин,пучин,бухйиин
бу,пу,бух
бу,пу,бух
бу,пу,бух
бумен,пумен,бухмен
бужанг,пучанг,бухяанг
цаиненг,цаиненг,цаирненг
цаиqу,цаичу,цаечеу
цаиыонг,цаиыунг,цаеыонq
цаисе,цаисе,цаесех
ценгйинг,ценгчинг,цернгйинг
чаншенг,чаншенг,чааншенг
Чангченг,чангченг,чарнгчернг
чангчу,чангчу,чарнгчух
чангqи,чангчи,чарнгчи
чангхе,чангхо,чаангхер
чангсуо,чангсо,чаангсуоо
чаойи,чаочи,чауйыи
чао,чао,чаур
чао,чао,чао
чаойиа,чаочиа,чаойиах
ченшан,ченшан,ченншан
ченыи,чени,ченни
ченгwеи,ченгwеи,ченгwеи
ченггонг,ченгкунг,чернггонг
ченггуо,ченгкуо,чернггуоо
ченгйиу,ченгчиу,чернгйиоw
ченгли,ченгли,чернглих
ченгшу,ченгшу,чернгшwу
ченгыуан,ченгыуан,чернгыуан
ченгжанг,ченгчанг,чернгяанг
ченг,ченг,чернг
ченгши,ченгших,чернгшых
ченгду,ченгту,чернгдух
чиxу,чиххсу,чыршиух
чонгман,чунгман,чонгмаан
чу,чу,чу
чу,чу,чу
чубу,чупу,чубух
чуйи,чучи,чуйыи
чужонг,чучунг,чуйонг
чуле,чуле,чwуле
чули,чули,чуулии
чуан,чуан,чwан
чуанбо,чуанпо,чwанбо
чуанлаи,чуанлаи,чwанлаи
чуаншуо,чуаншуо,чwаншуо
чуангxин,чуангхсин,чуанqшин
чуангые,чуангыех,чуанqыех
чуангзао,чуангцао,чуанqтзаw
